指标,角色,问题,问题的不同的问法,问题类型,展示方式,小程序跳转页面名称,小程序跳转页面路径,PC端跳转页面名称,PC端跳转页面路径,主题,精度,表,字段,维度(分组).1,维度限定条件,日期限定条件,维度(分组)（包括表名）,维度限定条件（包括表名）,答案-SQL部分,推荐的关联问题,结果+分析解读部分,意图识别场景,意图识别场景流程,意图识别场景参数
计划毛利额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,采购【门店】",深圳XXX路店这个月各个品类的计划毛利额是多少？,,分布类,表格,,,,,计划,"{ ""accuracy"":{ ""计划毛利额"":2 } , ""joint"":{ } }",,,商品.大类名称,门店.门店名称='深圳XXX路店',计划.月='当月',商品维度表.大类名称,门店维度表.门店名称='深圳XXX路店',"SELECT category.category_name  as '大类名称' ,SUM(budget_profit_amt) as '计划毛利额'  FROM vw_dwd_fact_store_budget budget  JOIN vw_dwd_dim_store AS store ON budget.store_id = store.store_id  JOIN vw_dwd_dim_item_category AS category ON budget.category_id = category.category_id WHERE  budget.year_id=year(CURDATE()) AND budget.month_id=date_format(CURDATE(), '%Y%m') AND store.store_name = '深圳XXX路店' GROUP BY category.category_name ORDER BY '计划毛利额' DESC  ",,,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
毛利额达成率,"老板【总部】,采购【总部】,营销【总部】",上个月的毛利额达成率是多少？,,指标类,单指标卡片,计划达成追踪,/package-o/pages/plan/index,计划达成追踪,https://ireport-hq.9zdata.cn/#/general/plan,计划,"{ ""accuracy"":{ ""毛利额达成率"":2 } , ""joint"":{ ""毛利额达成率"":""%"" } }",,,,,计划.月='上个月',,,"SELECT SUM(profit_amt)/SUM(budget_profit_amt) *100  as '毛利额达成率'  FROM vw_dwd_fact_store_budget  WHERE year_id=YEAR(DATE_SUB(NOW(), INTERVAL 1 MONTH)) AND month_id=date_format(DATE_SUB(CURDATE(), INTERVAL 1 MONTH), '%Y%m')",,,TO_SQL,Agent,agent-77470006f2f747908cf4d
毛利额达成率,"老板【总部】,营销【总部】",上个月毛利额达成率为什么同比降低了？,,归因类,归因通用组件,,,,,计划,,,,,,,,,,,,归因分析,归因分析组件,
毛利额达成率,"老板【总部】,采购【总部】,营销【总部】",各个大区上个月的毛利额达成率是多少？,,分布类,多维下钻组件,,,,,计划,"{ ""accuracy"":{ ""毛利额达成率"":2 } , ""joint"":{ ""毛利额达成率"":""%"" } }",,,门店.区域名称,,计划.月='上个月' ,门店维度表.区域名称,,"SELECT store.area_name  as '区域名称' ,SUM(budget.profit_amt)/SUM(budget.budget_profit_amt)*100    as '毛利额达成率'   FROM vw_dwd_fact_store_budget AS budget JOIN vw_dwd_dim_store AS store ON budget.store_id = store.store_id  WHERE budget.year_id=YEAR(DATE_SUB(NOW(), INTERVAL 1 MONTH)) AND budget.month_id=date_format(DATE_SUB(CURDATE(), INTERVAL 1 MONTH), '%Y%m') GROUP BY store.area_name ORDER BY '毛利额达成率'  DESC",,,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
毛利额达成率,"老板【总部】,采购【总部】,营销【总部】",各个品类上个月的毛利额达成率是多少？,,分布类,多维下钻组件,,,,,计划,"{ ""accuracy"":{ ""毛利额达成率"":2 } , ""joint"":{ ""毛利额达成率"":""%"" } }",,,门店.区域名称,,计划.月='上个月' ,门店维度表.区域名称,,"SELECT category.category_name  as '大类名称' ,SUM(budget.profit_amt)/SUM(budget.budget_profit_amt)*100    as '毛利额达成率'   FROM vw_dwd_fact_store_budget AS budget JOIN vw_dwd_dim_item_category AS category ON budget.category_id = category.category_id WHERE budget.year_id=YEAR(DATE_SUB(NOW(), INTERVAL 1 MONTH)) AND budget.month_id=date_format(DATE_SUB(CURDATE(), INTERVAL 1 MONTH), '%Y%m') GROUP BY category.category_name ORDER BY '毛利额达成率' DESC",,,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
毛利额达成率,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",华南区各个品类上个月的毛利额达成率是多少？,,分布类,多维下钻组件,,,,,计划,"{ ""accuracy"":{ ""毛利额达成率"":2 } , ""joint"":{ ""毛利额达成率"":""%"" } }",,,门店.区域名称,门店.区域名称='华南区',计划.月='上个月' ,门店维度表.区域名称,门店维度表.区域名称='华南区',"SELECT category.category_name  as '大类名称' , SUM(budget.profit_amt)/SUM(budget.budget_profit_amt)*100    as '毛利额达成率'   FROM vw_dwd_fact_store_budget AS budget  JOIN vw_dwd_dim_store AS store ON budget.store_id = store.store_id  JOIN vw_dwd_dim_item_category AS category ON budget.category_id = category.category_id  WHERE store.area_name='华南区'  AND budget.year_id=YEAR(DATE_SUB(NOW(), INTERVAL 1 MONTH)) AND budget.month_id=DATE_FORMAT(DATE_SUB(CURDATE(), INTERVAL 1 MONTH), '%Y%m') GROUP BY category.category_name ORDER BY '毛利额达成率'  DESC",,,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
毛利额达成率,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,采购【门店】",深圳XXX路店各个品类上个月的毛利额达成率是多少？,,分布类,表格,,,,,计划,"{ ""accuracy"":{ ""毛利额达成率"":2 } , ""joint"":{ ""毛利额达成率"":""%"" } }",,,门店.区域名称,门店.门店名称='深圳XXX路店',计划.月='上个月' ,门店维度表.区域名称,门店维度表.门店名称='深圳XXX路店',"SELECT category.category_name  as '大类名称' , SUM(budget.profit_amt)/SUM(budget.budget_profit_amt)*100    as '毛利额达成率'   FROM vw_dwd_fact_store_budget AS budget  JOIN vw_dwd_dim_store AS store ON budget.store_id = store.store_id  JOIN vw_dwd_dim_item_category AS category ON budget.category_id = category.category_id  WHERE store.store_name = '深圳XXX路店' AND budget.year_id=YEAR(DATE_SUB(NOW(), INTERVAL 1 MONTH)) AND budget.month_id=DATE_FORMAT(DATE_SUB(CURDATE(), INTERVAL 1 MONTH), '%Y%m') GROUP BY category.category_name ORDER BY  '毛利额达成率'  DESC",,,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
毛利额达成率,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",华南区上个月的毛利额达成率是多少？,,指标类,单指标卡片,计划达成追踪,/package-o/pages/plan/index,计划达成追踪,https://ireport-hq.9zdata.cn/#/general/plan,计划,"{ ""accuracy"":{ ""毛利额达成率"":2 } , ""joint"":{ ""毛利额达成率"":""%"" } }",,,,门店.区域名称='华南区',计划.月='上个月' ,,门店维度表.区域名称='华南区',"SELECT  SUM(budget.profit_amt)/SUM(budget.budget_profit_amt)*100   as '毛利额达成率'   FROM vw_dwd_fact_store_budget AS budget  JOIN vw_dwd_dim_store AS store ON budget.store_id = store.store_id  WHERE store.area_name='华南区' AND budget.year_id=YEAR(DATE_SUB(NOW(), INTERVAL 1 MONTH)) AND budget.month_id=DATE_FORMAT(DATE_SUB(CURDATE(), INTERVAL 1 MONTH), '%Y%m') ",,,TO_SQL,Agent,agent-77470006f2f747908cf4d
毛利额达成率,"老板【总部】,区域经理【总部】,营销【总部】",华南区上个月毛利额达成率为什么比前一个月低？,,归因类,归因通用组件,,,,,计划,,,,,,,,,,,,归因分析,归因分析组件,
毛利额达成率,"老板【总部】,区域经理【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【总部】,采购【门店】",深圳XXX路店上个月的毛利额达成率是多少？,,指标类,单指标卡片,计划达成追踪,/package-o/pages/plan/index,计划达成追踪,https://ireport-hq.9zdata.cn/#/general/plan,计划,"{ ""accuracy"":{ ""毛利额达成率"":2 } , ""joint"":{ ""毛利额达成率"":""%"" } }",,,,门店.门店名称='深圳XXX路店',划.月='上个月' ,,门店维度表.门店名称='深圳XXX路店',"SELECT  SUM(budget.profit_amt)/SUM(budget.budget_profit_amt) *100  as '毛利额达成率'   FROM vw_dwd_fact_store_budget AS budget  JOIN vw_dwd_dim_store AS store ON budget.store_id = store.store_id  WHERE store.store_name = '深圳XXX路店' AND budget.year_id=YEAR(DATE_SUB(NOW(), INTERVAL 1 MONTH)) AND budget.month_id=DATE_FORMAT(DATE_SUB(CURDATE(), INTERVAL 1 MONTH), '%Y%m')  ",,,TO_SQL,Agent,agent-77470006f2f747908cf4d
毛利额达成率,"老板【总部】,区域经理【总部】,营销【总部】,店长【门店】",深圳XXX路店上个月毛利额达成率为什么环比下滑了？,,归因类,归因通用组件,,,,,计划,,,,,,,,,,,,归因分析,归因分析组件,
毛利额达成率,"老板【总部】,区域经理【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【总部】,采购【门店】",深圳XXX路店婴儿用品品类上个月的毛利额达成率是多少？,,指标类,单指标卡片,计划达成追踪,/package-o/pages/plan/index,计划达成追踪,https://ireport-hq.9zdata.cn/#/general/plan,计划,"{ ""accuracy"":{ ""毛利额达成率"":2 } , ""joint"":{ ""毛利额达成率"":""%"" } }",,,,门店.门店名称='深圳XXX路店' AND 商品.大类名称='婴儿用品',计划.月='上个月' ,,门店维度表.门店名称='深圳XXX路店' AND 商品维度表.大类名称='婴儿用品',"SELECT  SUM(budget.profit_amt)/SUM(budget.budget_profit_amt) *100  as '毛利额达成率'   FROM vw_dwd_fact_store_budget AS budget  JOIN vw_dwd_dim_store AS store ON budget.store_id = store.store_id  JOIN vw_dwd_dim_item_category AS category ON budget.category_id = category.category_id WHERE store.store_name = '深圳XXX路店' AND budget.year_id=YEAR(DATE_SUB(NOW(), INTERVAL 1 MONTH)) AND budget.month_id=DATE_FORMAT(DATE_SUB(CURDATE(), INTERVAL 1 MONTH), '%Y%m')  AND category.category_name='婴儿用品' ",,,TO_SQL,Agent,agent-77470006f2f747908cf4d
毛利额达成率,"老板【总部】,区域经理【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【总部】,采购【门店】",深圳XXX路店婴儿用品品类上个月的毛利额达成率为什么比去年低？,,归因类,归因通用组件,,,,,计划,,,,,,,,,,,,归因分析,归因分析组件,
毛利额达成率环比,"老板【总部】,采购【总部】,营销【总部】",与上个月相比，本月份的毛利额达成率有何变化？,,指标类,单指标卡片,,,,,计划,"{ ""accuracy"":{ ""本月毛利额达成率"":2, ""上个月毛利额达成率"":2, ""环比差额"":2, ""环比变化率"":2 } , ""joint"":{ ""环比变化率"":""%"" } } ",,,,,计划.月='当月' OR 计划.月='上个月',,,"SELECT t1.profit_achievement_rate*100  as '本月毛利额达成率' ,t2.profit_achievement_rate*100  as '上个月毛利额达成率' ,t1.profit_achievement_rate-t2.profit_achievement_rate  as '环比差额'  ,(t1.profit_achievement_rate-t2.profit_achievement_rate)/t2.profit_achievement_rate*100   as '环比变化率'  FROM (SELECT SUM(profit_amt)/SUM(budget_profit_amt)   as profit_achievement_rate  FROM vw_dwd_fact_store_budget  WHERE year_id=YEAR(CURDATE()) AND month_id=date_format(CURDATE(), '%Y%m') ) t1, (SELECT SUM(profit_amt)/SUM(budget_profit_amt)   as profit_achievement_rate  FROM vw_dwd_fact_store_budget  WHERE year_id=YEAR(DATE_SUB(CURDATE(), INTERVAL 1 MONTH)) AND month_id=date_format(DATE_SUB(CURDATE(), INTERVAL 1 MONTH), '%Y%m') ) t2",,,TO_SQL,Agent,agent-77470006f2f747908cf4d
毛利额达成率环比,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",与上个月相比，华南区本月份的毛利额达成率有何变化？,,指标类,单指标卡片,,,,,计划,"{ ""accuracy"":{ ""本月毛利额达成率"":2, ""上个月毛利额达成率"":2, ""环比差额"":2, ""环比变化率"":2 } , ""joint"":{ ""环比变化率"":""%"" } } ",,,,门店.区域名称='华南区',计划.月='当月' OR 计划.月='上个月',,门店维度表.区域名称='华南区',"SELECT t1.profit_achievement_rate*100  as '本月毛利额达成率' ,t2.profit_achievement_rate*100  as '上个月毛利额达成率' ,t1.profit_achievement_rate-t2.profit_achievement_rate  as '环比差额'  ,(t1.profit_achievement_rate-t2.profit_achievement_rate)/t2.profit_achievement_rate*100   as '环比变化率'   FROM (SELECT SUM(budget.profit_amt)/SUM(budget.budget_profit_amt)   as profit_achievement_rate FROM vw_dwd_fact_store_budget  AS budget  JOIN vw_dwd_dim_store AS store ON budget.store_id = store.store_id  WHERE budget.year_id=YEAR(CURDATE()) AND budget.month_id=date_format(CURDATE(), '%Y%m') AND store.area_name='华南区' ) t1, (SELECT SUM(budget.profit_amt)/SUM(budget.budget_profit_amt)   as profit_achievement_rate  FROM vw_dwd_fact_store_budget  AS budget  JOIN vw_dwd_dim_store AS store ON budget.store_id = store.store_id  WHERE budget.year_id=YEAR(DATE_SUB(CURDATE(), INTERVAL 1 MONTH)) AND budget.month_id=date_format(DATE_SUB(CURDATE(), INTERVAL 1 MONTH), '%Y%m') AND store.area_name='华南区' ) t2",,,TO_SQL,Agent,agent-77470006f2f747908cf4d
毛利额达成率环比,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,采购【门店】",与上个月相比，深圳XXX路店本月份的毛利额达成率有何变化？,,指标类,单指标卡片,,,,,计划,"{ ""accuracy"":{ ""本月毛利额达成率"":2, ""上个月毛利额达成率"":2, ""环比差额"":2, ""环比变化率"":2 } , ""joint"":{ ""环比变化率"":""%"" } } ",,,,门店.门店名称='深圳XXX路店',计划.月='当月' OR 计划.月='上个月',,门店维度表.门店名称='深圳XXX路店',"SELECT t1.profit_achievement_rate*100  as '本月毛利额达成率' ,t2.profit_achievement_rate*100  as '上个月毛利额达成率' ,t1.profit_achievement_rate-t2.profit_achievement_rate  as '环比差额'  ,(t1.profit_achievement_rate-t2.profit_achievement_rate)/t2.profit_achievement_rate*100   as '环比变化率'   FROM (SELECT SUM(budget.profit_amt)/SUM(budget.budget_profit_amt)   as profit_achievement_rate FROM vw_dwd_fact_store_budget  AS budget  JOIN vw_dwd_dim_store AS store ON budget.store_id = store.store_id  WHERE budget.year_id=YEAR(CURDATE()) AND budget.month_id=date_format(CURDATE(), '%Y%m') AND store.store_name = '深圳XXX路店' ) t1, (SELECT SUM(budget.profit_amt)/SUM(budget.budget_profit_amt)   as profit_achievement_rate FROM vw_dwd_fact_store_budget  AS budget  JOIN vw_dwd_dim_store AS store ON budget.store_id = store.store_id  WHERE budget.year_id=YEAR(DATE_SUB(CURDATE(), INTERVAL 1 MONTH)) AND budget.month_id=date_format(DATE_SUB(CURDATE(), INTERVAL 1 MONTH), '%Y%m') AND store.store_name = '深圳XXX路店' ) t2",,,TO_SQL,Agent,agent-77470006f2f747908cf4d
毛利额达成率环比,"老板【总部】,区域经理【总部】,店长【门店】,营销【总部】,品类长【门店】,采购【总部】,采购【门店】",与上个月相比，深圳XXX路店婴儿用品品类本月份的毛利额达成率有何变化？,,指标类,单指标卡片,,,,,计划,"{ ""accuracy"":{ ""本月毛利额达成率"":2, ""上个月毛利额达成率"":2, ""环比差额"":2, ""环比变化率"":2 } , ""joint"":{ ""环比变化率"":""%"" } } ",,,,门店.门店名称='深圳XXX路店' AND 商品.大类名称='婴儿用品',计划.月='当月' OR 计划.月='上个月',,门店维度表.门店名称='深圳XXX路店' AND 商品维度表.大类名称='婴儿用品',"SELECT t1.profit_achievement_rate*100  as '本月毛利额达成率' ,t2.profit_achievement_rate*100  as '上个月毛利额达成率' ,t1.profit_achievement_rate-t2.profit_achievement_rate  as '环比差额'  ,(t1.profit_achievement_rate-t2.profit_achievement_rate)/t2.profit_achievement_rate*100   as '环比变化率'   FROM (SELECT SUM(budget.profit_amt)/SUM(budget.budget_profit_amt)   as profit_achievement_rate FROM vw_dwd_fact_store_budget  AS budget  JOIN vw_dwd_dim_store AS store ON budget.store_id = store.store_id  JOIN vw_dwd_dim_item_category AS category ON budget.category_id = category.category_id WHERE budget.year_id=YEAR(CURDATE()) AND budget.month_id=date_format(CURDATE(), '%Y%m') AND store.store_name = '深圳XXX路店' AND category.category_name='婴儿用品' ) t1, (SELECT SUM(budget.profit_amt)/SUM(budget.budget_profit_amt)   as profit_achievement_rate FROM vw_dwd_fact_store_budget  AS budget  JOIN vw_dwd_dim_store AS store ON budget.store_id = store.store_id  JOIN vw_dwd_dim_item_category AS category ON budget.category_id = category.category_id WHERE budget.year_id=YEAR(DATE_SUB(CURDATE(), INTERVAL 1 MONTH)) AND budget.month_id=date_format(DATE_SUB(CURDATE(), INTERVAL 1 MONTH), '%Y%m') AND store.store_name = '深圳XXX路店' AND category.category_name='婴儿用品' ) t2",,,TO_SQL,Agent,agent-77470006f2f747908cf4d
